INSTNM,CITY,STABBR,HIGHDEG,CONTROL,HSI,ADM_RATE,SAT_AVG,UGDS,UGDS_HISP,FIRSTGEN_RPY_1YR_RT,PELL_EVER,FIRST_GEN,ICLEVEL,FTFTPCTPELL
Tennessee College of Applied Technology-Jackson,Jackson,TN,1,1,0,NULL,NULL,417,0.0288,NULL,PrivacySuppressed,0.559796438,2,0.6686
Tennessee College of Applied Technology-Knoxville,Knoxville,TN,1,1,0,NULL,NULL,792,0.0379,NULL,PrivacySuppressed,0.571059432,2,0.6089
Tennessee College of Applied Technology-Whiteville,Whiteville,TN,1,1,0,NULL,NULL,269,0.0483,NULL,PrivacySuppressed,0.592964824,2,0.7612
Pellissippi State Community College,Knoxville,TN,2,1,0,NULL,NULL,8579,0.0528,0.302243211,0.87128948,0.430104642,2,0.471
Southern Adventist University,Collegedale,TN,4,2,0,NULL,NULL,2418,0.2494,0.513089005,0.600209864,0.181818182,1,0.3536
Southern College of Optometry,Memphis,TN,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Tennessee Wesleyan University,Athens,TN,4,2,0,0.5952,1118,943,0.0339,0.548589342,0.6439523,0.414678899,1,0.5
The University of Tennessee-Chattanooga,Chattanooga,TN,4,1,0,0.7562,1185,10152,0.0478,0.453774385,0.570901942,0.293333333,1,0.3521
The University of Tennessee-Knoxville,Knoxville,TN,4,1,0,0.7778,1303,22653,0.0439,0.55859375,0.532411634,0.245407184,1,0.267
The University of Tennessee-Martin,Martin,TN,4,1,0,0.689,1170,5354,0.0314,0.449275362,0.680163599,0.391069012,1,0.5081
Tennessee School of Beauty of Knoxville Inc,Knoxville,TN,1,3,0,NULL,NULL,221,0.0045,0.545454546,0.737704918,0.429245283,3,0.4731
Tennessee State University,Nashville,TN,4,1,0,NULL,NULL,6116,0.0159,0.21323901,0.812241522,0.374283896,1,0.7259
Tennessee Technological University,Cookeville,TN,4,1,0,0.7576,1189,8805,0.0327,0.590273556,0.651501365,0.375570033,1,0.3886
Trevecca Nazarene University,Nashville,TN,4,2,0,0.6403,1121,2189,0.0946,0.56462585,0.63356428,0.391638225,1,0.384
Northeast State Community College,Blountville,TN,2,1,0,NULL,NULL,5132,0.032,0.283226398,PrivacySuppressed,0.530011769,2,0.6009
Tusculum University,Greeneville,TN,4,2,0,0.6629,1071,1358,0.0331,0.41884058,0.712153518,0.45380117,1,0.5749
Union University,Jackson,TN,4,2,0,0.5742,1259,2061,0.0209,0.534146342,0.507736944,0.325237592,1,0.2334
Vanderbilt University,Nashville,TN,4,2,0,0.0961,1514,6840,0.0997,0.72826087,0.542168675,0.122257053,1,0.1538
Volunteer State Community College,Gallatin,TN,2,1,0,NULL,NULL,7364,0.0661,0.433576642,0.865936473,0.457753479,2,0.5
Walters State Community College,Morristown,TN,2,1,0,NULL,NULL,4620,0.0519,0.463810931,PrivacySuppressed,0.558297872,2,0.634
William Moore College of Technology,Memphis,TN,2,2,0,NULL,NULL,260,0.0577,NULL,PrivacySuppressed,0.461538462,2,0.6061
Abilene Christian University,Abilene,TX,4,2,0,0.5696,1162,3524,0.1722,0.509375,0.474143721,0.244522968,1,0.2979
Alvin Community College,Alvin,TX,2,1,1,NULL,NULL,3569,0.3553,0.466666667,0.862996159,0.485981308,2,0.3505
Amarillo College,Amarillo,TX,2,1,1,NULL,NULL,7340,0.4398,0.320813772,0.881066795,0.488269795,2,0.5845
Amberton University,Garland,TX,4,2,0,NULL,NULL,189,0.1058,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Angelina College,Lufkin,TX,2,1,1,NULL,NULL,3275,0.3118,NULL,PrivacySuppressed,0.534938344,2,0.4904
Angelo State University,San Angelo,TX,4,1,1,0.7324,1033,5892,0.3714,0.453703704,0.66114305,0.403975994,1,0.4907
Arlington Baptist University,Arlington,TX,4,2,0,NULL,NULL,161,0.1615,0.264705882,0.596899225,0.457627119,1,0.6087
Arlington Career Institute,Grand Prairie,TX,1,3,0,NULL,NULL,330,0.297,0.23857868,0.73943662,0.522123894,2,0.4723
The Art Institute of Houston,Houston,TX,3,3,0,NULL,NULL,924,0.3344,0.262126409,0.780357143,0.413453299,1,0.7363
Austin College,Sherman,TX,4,2,0,0.5532,1221,1279,0.2033,0.637795276,0.552238806,0.233944954,1,0.3795
Austin Community College District,Austin,TX,2,1,1,NULL,NULL,30061,0.383,0.345198676,0.801355122,0.45228954,1,0.3631
Austin Presbyterian Theological Seminary,Austin,TX,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Baldwin Beauty School-South Austin,Austin,TX,1,3,0,NULL,NULL,76,0.3026,NULL,0.790243902,0.510989011,3,0.5946
Baptist Health System School of Health Professions,San Antonio,TX,4,3,0,NULL,NULL,644,0.4457,0.556149733,0.542857143,0.44,1,NULL
Baptist Missionary Association Theological Seminary,Jacksonville,TX,4,2,0,0.75,NULL,58,0.0172,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Baylor College of Medicine,Houston,TX,4,2,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Baylor University,Waco,TX,4,2,0,0.3895,1307,14159,0.1576,0.606717226,0.391315324,0.17109067,1,0.2162
Coastal Bend College,Beeville,TX,2,1,1,NULL,NULL,2194,0.742,0.345410628,0.869243889,0.5,2,0.5365
Blinn College,Brenham,TX,2,1,0,NULL,NULL,19412,0.212,0.382473078,0.686115482,0.398333557,2,0.3868
Remington College-Dallas Campus,Garland,TX,3,2,1,NULL,NULL,779,0.4583,0.245669291,0.918533158,0.594666294,1,0.8375
Vet Tech Institute of Houston,Houston,TX,2,3,0,0.619,NULL,176,0.3239,0.573991031,0.710674157,0.5,2,0.5417
Brazosport College,Lake Jackson,TX,3,1,1,NULL,NULL,3197,0.4345,0.363636364,0.958041958,0.539495798,1,0.2914
Brookhaven College,Farmers Branch,TX,2,1,0,NULL,NULL,10114,0.4088,0.277559055,0.876300578,0.473483039,2,0.3471
Cedar Valley College,Lancaster,TX,2,1,1,NULL,NULL,5602,0.3049,0.134215501,0.913114089,0.482276585,2,0.5771
Central Texas College,Killeen,TX,2,1,0,NULL,NULL,9940,0.2535,0.285714286,0.968146718,0.46134916,2,0.5744
Charles and Sues School of Hair Design,Bryan,TX,1,3,0,NULL,NULL,21,0.3333,0.301886793,0.77027027,0.62295082,3,0.9565
Cisco College,Cisco,TX,2,1,1,NULL,NULL,3253,0.2604,0.296703297,0.825491364,0.443593315,2,0.6034
Clarendon College,Clarendon,TX,2,1,0,NULL,NULL,1844,0.2055,0.348837209,0.865464633,0.43847487,2,0.4651
Concordia University Texas,Austin,TX,4,2,1,0.9063,1065,1716,0.3368,0.440298508,0.625231911,0.37704918,1,0.4485
BK Cosmo College of Cosmetology,Kerrville,TX,1,3,0,NULL,NULL,17,0.2353,NULL,PrivacySuppressed,PrivacySuppressed,3,1
North Central Texas College,Gainesville,TX,2,1,0,NULL,NULL,10339,0.2384,0.340923466,0.738884795,0.425700538,2,0.3997
Texas A & M University-Corpus Christi,Corpus Christi,TX,4,1,1,0.8699,1068,9672,0.5149,0.464576803,0.649841647,0.390052356,1,0.4622
Cosmetology Career Center LLC,Carrollton,TX,1,3,0,NULL,NULL,352,0.2557,0.367816092,0.742990654,0.429057889,3,0.5443
Dallas Baptist University,Dallas,TX,4,2,0,0.8807,1145,2931,0.1757,0.460032626,0.58576779,0.323314379,1,0.3011
Dallas Christian College,Dallas,TX,4,2,0,0.287,1012,212,0.1462,0.397849462,0.645348837,0.40131579,1,0.6522
Dallas Institute of Funeral Service,Dallas,TX,2,2,0,NULL,NULL,187,0.1604,0.297297297,0.794444444,0.493421053,2,0.2903
Dallas Theological Seminary,Dallas,TX,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
University of Dallas,Irving,TX,4,2,0,0.3913,1238,1467,0.2365,0.6875,0.475442043,0.164658635,1,0.2363
Del Mar College,Corpus Christi,TX,2,1,1,NULL,NULL,11261,0.685,0.345439189,0.894279176,0.504885994,2,0.5418
East Texas Baptist University,Marshall,TX,4,2,0,0.5449,1051,1401,0.1014,0.446202532,0.601494396,0.318242344,1,0.4511
Texas A&M University-Texarkana,Texarkana,TX,4,1,0,0.5109,1074,1656,0.1787,0.532915361,0.740913327,0.475051975,1,0.4872
Texas A & M University-Commerce,Commerce,TX,4,1,0,0.3437,1050,8201,0.2185,0.380208333,0.749824807,0.420270629,1,0.5648
Eastfield College,Mesquite,TX,2,1,1,NULL,NULL,10276,0.4905,0.169363538,0.936290947,0.546643718,2,0.514
El Centro College,Dallas,TX,2,1,1,NULL,NULL,7693,0.4481,0.173292559,0.920155794,0.560606061,2,0.4662
El Paso Community College,El Paso,TX,2,1,1,NULL,NULL,27684,0.8556,0.328618968,0.969091061,0.487490605,2,0.7834
Western Technical College,El Paso,TX,2,3,0,NULL,NULL,495,0.6141,0.271481943,0.900106838,0.523504274,1,0.5758
Western Technical College,El Paso,TX,2,3,0,NULL,NULL,1162,0.7496,0.271481943,0.900106838,0.523504274,1,0.5252
Episcopal Theological Seminary of the Southwest,Austin,TX,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Exposito School of Hair Design,Amarillo,TX,1,3,0,NULL,NULL,37,0.2162,0.5,0.773584906,PrivacySuppressed,3,0.6875
Miami International University of Art & Design-Art Institute Dallas,Dallas,TX,4,3,0,NULL,NULL,587,0.2879,0.180205694,0.777257904,0.472288337,1,0.7397
Fort Worth Beauty School,Benbrook,TX,1,3,0,NULL,NULL,67,0.2537,0.258064516,0.846938776,0.493827161,3,0.6842
Frank Phillips College,Borger,TX,2,1,1,NULL,NULL,587,0.3884,0.3125,0.878048781,0.48853211,2,0.5459
Galveston College,Galveston,TX,2,1,1,NULL,NULL,1930,0.3756,0.247191011,0.909836066,0.482935154,2,0.4488
Grayson College,Denison,TX,2,1,0,NULL,NULL,2988,0.1165,0.313265306,0.880877743,0.501506932,2,0.4936
Hallmark University,San Antonio,TX,4,2,1,0.5155,NULL,773,0.4373,0.301204819,0.808988764,0.460176991,1,0.5329
Hardin-Simmons University,Abilene,TX,4,2,0,0.842,1085,1719,0.1914,0.510769231,0.574683544,0.314713897,1,0.3744
Trinity Valley Community College,Athens,TX,2,1,0,NULL,NULL,3917,0.0146,0.263473054,0.873134328,0.484394001,2,0.5254
Hill College,Hillsboro,TX,2,1,0,NULL,NULL,2780,0.0953,0.222222222,0.85599541,0.484322882,2,0.4409
Houston Baptist University,Houston,TX,4,2,1,0.7002,1120,2311,0.3626,0.484593838,0.666393443,0.362754607,1,0.4804
University of Houston-Clear Lake,Houston,TX,4,1,1,0.6942,1120,6196,0.4077,0.502257336,0.756270903,0.482107356,1,0.3632
Houston Community College,Houston,TX,2,1,1,NULL,NULL,57053,0.3512,0.211651652,0.868779767,0.499465069,2,0.5272
University of Houston-Downtown,Houston,TX,4,1,1,0.8317,1012,12572,0.4953,0.363305424,0.793559196,0.527087769,1,0.6764
University of Houston-Victoria,Victoria,TX,4,1,1,0.5393,NULL,3190,0.4263,0.439370079,0.775497512,0.457330416,1,0.6875
University of Houston,Houston,TX,4,1,1,0.6234,1220,37291,0.3577,0.558172734,0.704334828,0.404927134,1,0.4325
Howard College,Big Spring,TX,2,1,1,NULL,NULL,2077,0.5041,0.363128492,0.851711027,0.514181153,2,0.5366
Howard Payne University,Brownwood,TX,4,2,0,0.5793,1041,895,0.2469,0.446808511,0.575801749,0.374009509,1,0.4959
Huston-Tillotson University,Austin,TX,4,2,0,0.4689,897,1084,0.2694,0.203821656,0.793577982,0.434397163,1,0.7416
University of the Incarnate Word,San Antonio,TX,4,2,1,0.8794,1044,5312,0.5708,0.381095274,0.668468469,0.432626949,1,0.4658
International Business College-El Paso,El Paso,TX,1,3,0,NULL,NULL,14,1,0.164634146,PrivacySuppressed,0.52173913,2,0.8056
International Business College-El Paso,El Paso,TX,2,3,0,NULL,NULL,105,0.9905,0.164634146,PrivacySuppressed,0.52173913,2,0.9024
Jacksonville College-Main Campus,Jacksonville,TX,2,2,1,NULL,NULL,281,0.3274,PrivacySuppressed,0.952755906,0.53271028,2,0.883
Jarvis Christian College,Hawkins,TX,3,2,0,NULL,NULL,955,0.1141,0.14957265,0.905813954,0.459644323,1,0.969
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,2,3,0,0.6909,NULL,111,0.1892,0.2375,0.762195122,0.408163265,2,0.6957
Kilgore College,Kilgore,TX,2,1,0,NULL,NULL,3381,0.2035,0.260401722,0.861754386,0.538845035,2,0.597
Lamar University,Beaumont,TX,4,1,0,0.8432,1043,8623,0.1836,0.357606679,0.636709996,0.43252859,1,0.5165
Lamar State College-Orange,Orange,TX,2,1,0,NULL,NULL,1649,0.091,0.42997543,0.849137931,0.521631644,2,0.3643
Lamar State College-Port Arthur,Port Arthur,TX,2,1,1,NULL,NULL,2323,0.3384,0.264084507,0.842602309,0.505806452,2,0.5333
Laredo Beauty College Inc,Laredo,TX,1,3,0,NULL,NULL,109,0.9908,NULL,PrivacySuppressed,0.74,3,0.8646
Laredo College,Laredo,TX,2,1,1,NULL,NULL,9560,0.9805,0.383064516,PrivacySuppressed,0.543289347,2,0.793
Texas A & M International University,Laredo,TX,4,1,1,0.5208,1010,6962,0.9506,0.473733584,0.874558871,0.491746641,1,0.6299
Lee College,Baytown,TX,2,1,1,NULL,NULL,7643,0.4281,0.333333333,0.936256781,0.548104956,2,0.3457
LeTourneau University,Longview,TX,4,2,0,0.4553,1205,1771,0.0751,0.402616279,0.600628931,0.340571429,1,0.3681
Lincoln College of Technology-Grand Prairie,Grand Prairie,TX,2,3,0,NULL,NULL,1096,0.4161,0.380936228,0.787069299,0.517378846,2,0.7127
Lubbock Christian University,Lubbock,TX,4,2,0,0.8966,1094,1393,0.2505,0.490861619,0.547762999,0.359947644,1,0.3722
College of the Mainland,Texas City,TX,2,1,1,NULL,NULL,3248,0.3368,0.243902439,0.903634827,0.464876033,2,0.4272
University of Mary Hardin-Baylor,Belton,TX,4,2,0,0.8668,1123,3362,0.218,0.486220472,0.588844163,0.324408468,1,0.4048
McLennan Community College,Waco,TX,2,1,1,NULL,NULL,6739,0.3187,0.234206472,0.848735287,0.472840606,2,0.6197
McMurry University,Abilene,TX,3,2,1,0.4124,1057,1080,0.263,0.417445483,0.657670455,0.374203822,1,0.5285
Covenant School of Nursing and Allied Health,Lubbock,TX,1,2,0,NULL,NULL,350,0.3143,0.548387097,0.410646388,0.418803419,2,NULL
Midland College,Midland,TX,3,1,0,NULL,NULL,3185,0.5397,0.416666667,0.92964522,0.547155689,1,0.2973
Midwestern State University,Wichita Falls,TX,4,1,0,0.7107,1033,5372,0.205,0.469607843,0.656626506,0.381792183,1,0.4926
William Edge Institute,New Braunfels,TX,1,3,0,NULL,NULL,37,0.3243,NULL,PrivacySuppressed,PrivacySuppressed,3,0.3333
Wade College,Dallas,TX,3,3,0,NULL,NULL,165,0.2303,0.245614035,0.751515152,0.333333333,1,0.9091
Southern Careers Institute-Austin,Austin,TX,1,3,0,NULL,NULL,596,0.4228,0.151885831,0.923192998,0.636805556,2,0.5836
Mountain View College,Dallas,TX,2,1,1,NULL,NULL,7468,0.5936,0.170616114,0.947899707,0.590455532,2,0.5484
Tint School of Makeup and Cosmetology-Irving,Irving,TX,1,3,0,NULL,NULL,135,0.4222,0.367088608,0.762666667,0.486754967,3,0.6667
Navarro College,Corsicana,TX,2,1,0,NULL,NULL,8601,0.1961,0.193386478,0.842568371,0.484874187,2,0.5322
Neilson Beauty College,Dallas,TX,1,3,0,NULL,NULL,31,0.9032,NULL,PrivacySuppressed,PrivacySuppressed,3,1
Lone Star College System,The Woodlands,TX,2,1,1,NULL,NULL,59074,0.3944,0.245047201,0.872156895,0.50522541,2,0.4374
North Lake College,Irving,TX,2,1,1,NULL,NULL,8458,0.4034,0.206349206,0.91904602,0.528979239,2,0.3449
University of North Texas,Denton,TX,4,1,1,0.7105,1163,31375,0.2565,0.463356461,0.625600252,0.347966205,1,0.3943
Northeast Texas Community College,Mount Pleasant,TX,2,1,1,NULL,NULL,1978,0.2978,0.242201835,0.913189771,0.536099585,2,0.55
Oblate School of Theology,San Antonio,TX,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Ocean Corporation,Houston,TX,1,3,0,NULL,NULL,136,0.1838,0.425742574,0.701098901,0.522666667,3,0.4795
Odessa College,Odessa,TX,2,1,0,NULL,NULL,6814,0.2464,0.410891089,0.91025641,0.571334648,2,0.4498
Ogle School Hair Skin Nails-Arlington,Arlington,TX,1,3,0,NULL,NULL,233,0.2403,0.291457286,0.824680851,0.491853361,3,0.7713
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,1,3,0,NULL,NULL,279,0.2903,0.266294227,0.839325018,0.50907441,3,0.6675
Our Lady of the Lake University,San Antonio,TX,4,2,1,0.9273,1002,1383,0.7628,0.383763838,0.795508274,0.475928473,1,0.6499
The University of Texas Rio Grande Valley,Edinburg,TX,4,1,1,0.8104,1035,24596,0.9059,0.45646438,0.885724483,0.525982476,1,0.7074
Texas Southmost College,Brownsville,TX,2,1,0,NULL,NULL,3912,0.953,0.348469559,0.933125279,0.562464018,2,0.8338
Panola College,Carthage,TX,2,1,0,NULL,NULL,1940,0.151,0.322727273,0.875348189,0.511235955,2,0.6183
Paris Junior College,Paris,TX,2,1,0,NULL,NULL,3118,0.1908,0.236981934,PrivacySuppressed,0.554140127,2,0.6485
Paul Quinn College,Dallas,TX,3,2,0,0.9009,836,549,0.1785,0.2,0.909090909,0.484693878,1,0.8163
Prairie View A & M University,Prairie View,TX,4,1,0,0.7434,980,8524,0.0919,0.225634179,0.790611202,0.334909378,1,0.7141
Ranger College,Ranger,TX,2,1,0,NULL,NULL,2250,0.1578,0.293768546,0.810050251,0.45952381,2,0.4661
Aviation Institute of Maintenance-Houston,Houston,TX,1,3,0,NULL,NULL,313,0.2875,0.38028169,0.822622108,0.507194245,2,0.6176
Rice University,Houston,TX,4,2,0,0.1113,1513,3962,0.1552,PrivacySuppressed,0.480252765,0.144758735,1,0.1558
Richland College,Dallas,TX,2,1,1,NULL,NULL,14255,0.3642,0.215,0.930887945,0.493472585,2,0.413
Saint Edward's University,Austin,TX,4,2,1,0.8639,1185,3757,0.445,0.478896104,0.590194846,0.325439784,1,0.4354
St Philip's College,San Antonio,TX,2,1,0,NULL,NULL,7676,0.6229,0.32659409,0.937354312,0.549947424,2,0.736
University of St Thomas,Houston,TX,4,2,1,0.8224,1159,1909,0.4683,0.550505051,0.717105263,0.377862595,1,0.4103
Sam Houston State University,Huntsville,TX,4,1,0,0.7854,1075,18498,0.242,0.512640449,0.662586274,0.414086574,1,0.4424
San Antonio College,San Antonio,TX,2,1,1,NULL,NULL,14564,0.6353,0.322291853,0.940584089,0.515822785,2,0.5358
San Jacinto Community College,Pasadena,TX,2,1,1,NULL,NULL,25470,0.5883,0.304171495,0.928240204,0.534291704,2,0.3901
Schreiner University,Kerrville,TX,4,2,1,0.9122,1051,1207,0.4159,0.502008032,0.579025111,0.372990354,1,0.5044
Seguin Beauty School-Seguin,Seguin,TX,1,3,0,NULL,NULL,22,0.5909,0.425531915,0.860465116,0.560606061,3,0.6364
St. Mary's University,San Antonio,TX,4,2,1,0.7497,1162,2356,0.6723,0.429769392,0.706057597,0.387238724,1,0.4774
South Plains College,Levelland,TX,2,1,1,NULL,NULL,7241,0.4979,0.329396326,0.826241135,0.539937635,2,0.6546
South Texas Barber College Inc,Corpus Christi,TX,1,3,0,NULL,NULL,44,0.8636,NULL,PrivacySuppressed,PrivacySuppressed,3,0.7692
South Texas College of Law Houston,Houston,TX,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
South Texas Vocational Technical Institute-Weslaco,Weslaco,TX,1,3,0,NULL,NULL,683,0.7233,0.144994246,0.95280236,0.680555556,3,0.8676
Platt College-STVT-McAllen,McAllen,TX,1,3,0,NULL,NULL,425,0.9365,0.137012369,0.890639145,0.586231884,3,0.8724
Southern Methodist University,Dallas,TX,4,2,0,0.5123,1395,6448,0.1162,0.638888889,0.449591281,0.156824782,1,0.0852
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,1,3,0,NULL,NULL,39,0.4615,0.131944444,PrivacySuppressed,0.714285714,3,0.9301
Southwest Texas Junior College,Uvalde,TX,2,1,1,NULL,NULL,3875,0.8854,0.321243523,0.953670986,0.56580938,2,0.773
Southwestern Assemblies of God University,Waxahachie,TX,4,2,0,0.9069,1045,1651,0.1151,0.411637931,0.706086957,0.38150289,1,0.5469
Southwestern University,Georgetown,TX,3,2,0,0.4502,1238,1430,0.2406,0.545454546,0.484063745,0.203354298,1,0.2901
Stephen F Austin State University,Nacogdoches,TX,4,1,0,0.6765,1085,10474,0.1934,0.424446583,0.618473101,0.353515625,1,0.4259
Texas State University,San Marcos,TX,4,1,1,0.4554,1109,34187,0.3847,0.481032907,0.600152905,0.358270419,1,0.4109
Southwestern Adventist University,Keene,TX,4,2,1,0.5533,1020,755,0.5007,0.317241379,0.741293532,0.341597796,1,0.5078
Southwestern Christian College,Terrell,TX,3,2,0,NULL,NULL,87,0.046,0.181818182,0.909774436,0.389380531,1,0.4444
Sul Ross State University,Alpine,TX,4,1,1,0.9911,NULL,2060,0.649,0.35725429,0.799546142,0.462699822,1,0.6372
Tarleton State University,Stephenville,TX,4,1,0,0.5507,1056,11312,0.204,0.475308642,0.623279524,0.421003194,1,0.3939
Tarrant County College District,Fort Worth,TX,2,1,1,NULL,NULL,39612,0.3542,0.246066434,0.923805401,0.492060341,2,0.4959
Temple College,Temple,TX,2,1,1,NULL,NULL,4693,0.286,0.242068155,0.82620883,0.464534645,2,0.5316
University of Texas Southwestern Medical Center,Dallas,TX,4,1,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
The University of Texas Health Science Center at San Antonio,San Antonio,TX,4,1,1,NULL,NULL,774,0.491,0.747747748,0.442379182,0.371369295,1,NULL
The University of Texas Medical Branch at Galveston,Galveston,TX,4,1,0,NULL,NULL,753,0.2417,0.81,0.403162055,0.376623377,1,NULL
Texarkana College,Texarkana,TX,2,1,0,NULL,NULL,2319,0.0707,0.236111111,0.921021378,0.473933649,2,0.7257
Texas A & M University-Kingsville,Kingsville,TX,4,1,1,0.8911,1035,5811,0.7162,0.418326693,0.752404439,0.4587834,1,0.5696
Texas A & M University-College Station,College Station,TX,4,1,0,0.6762,1291,53194,0.241,0.74802609,0.515014299,0.299507473,1,0.2297
The University of Texas at Arlington,Arlington,TX,4,1,1,0.7952,1157,34024,0.2867,0.50925212,0.616117405,0.43769156,1,0.444
The University of Texas at Austin,Austin,TX,4,1,0,0.3852,1367,40329,0.2354,0.668334525,0.56703768,0.275175902,1,0.2247
The University of Texas at Dallas,Richardson,TX,4,1,0,0.6922,1330,19837,0.1841,0.577859779,0.65837337,0.313957935,1,0.2726
The University of Texas at El Paso,El Paso,TX,4,1,1,0.9999,1035,21291,0.8367,0.392920354,0.846722263,0.406363979,1,0.6813
The University of Texas at Tyler,Tyler,TX,4,1,0,0.7829,1184,6732,0.2007,0.494714588,0.672077922,0.391226819,1,0.2862
Texas Chiropractic College Foundation Inc,Pasadena,TX,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Texas Christian University,Fort Worth,TX,4,2,0,0.4073,1287,9407,0.1404,0.672489083,0.42987152,0.204058625,1,0.1186
Texas College,Tyler,TX,3,2,0,NULL,NULL,1042,0.0921,0.13172043,0.905869325,0.451108214,1,0.7116
University of North Texas Health Science Center,Fort Worth,TX,4,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Texas Lutheran University,Seguin,TX,4,2,1,0.5428,1086,1361,0.3747,0.55952381,0.498587571,0.355421687,1,0.3534
The University of Texas of the Permian Basin,Odessa,TX,4,1,1,0.905,1046,3558,0.5382,0.52228164,0.687782805,0.462112514,1,0.4126
